Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-07 09:59:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:00:00-05:00,38.61,38.62,38.61,38.62,0,0,0
2020-01-07 10:01:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:02:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:03:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:04:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 10:05:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:06:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:07:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:09:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:10:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:11:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:12:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:13:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:14:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:15:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:16:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:17:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:18:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 10:19:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:20:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:21:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:22:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:23:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:24:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 10:25:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 10:26:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:27:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:28:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 10:29:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:30:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:31:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 10:32:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 10:33:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-07 10:34:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-07 10:35:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-07 10:36:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-07 10:37:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-07 10:38:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-07 10:39:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-07 10:40:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 10:41:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 10:42:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 10:43:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:44:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:45:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:46:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 10:47:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:48:00-05:00,38.6,38.61,38.6,38.61,0,0,0
2020-01-07 10:49:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:50:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:52:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:53:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:54:00-05:00,38.59,38.6,38.59,38.6,0,0,0
2020-01-07 10:55:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 10:56:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 10:57:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 10:58:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 10:59:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:00:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 11:01:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 11:02:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 11:03:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:04:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 11:05:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:06:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 11:07:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 11:08:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:09:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:10:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:11:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:12:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-07 11:13:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-07 11:14:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-07 11:15:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-07 11:16:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-07 11:17:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-07 11:18:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:19:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:20:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-07 11:21:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:22:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:23:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:24:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:25:00-05:00,38.64,38.64,38.63,38.63,0,0,0
2020-01-07 11:28:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-07 11:29:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-07 11:30:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 11:31:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-07 11:32:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 11:33:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:34:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:35:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:36:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:37:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-07 11:38:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:39:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:40:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:41:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:42:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-07 11:43:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 11:44:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-07 11:45:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-07 11:46:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-07 11:47:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-07 11:48:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-07 11:49:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 11:50:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 11:51:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 11:52:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 11:53:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 11:54:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 11:55:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 11:56:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 11:57:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 11:58:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 11:59:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:00:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:01:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:02:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:03:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:04:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:05:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:06:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:07:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:08:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-07 12:09:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:10:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:11:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:12:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:13:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:14:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:15:00-05:00,38.53,38.54,38.53,38.54,0,0,0
2020-01-07 12:16:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:17:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:18:00-05:00,38.54,38.54,38.52,38.52,0,0,0
2020-01-07 12:19:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:20:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:21:00-05:00,38.52,38.53,38.52,38.53,0,0,0
2020-01-07 12:22:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:23:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:24:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:25:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:26:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:27:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:28:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-07 12:29:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:30:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:31:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:32:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:33:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:34:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:35:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:37:00-05:00,38.54,38.54,38.53,38.53,0,0,0
2020-01-07 12:38:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:39:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:40:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:41:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:42:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-07 12:43:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:44:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:45:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:46:00-05:00,38.51,38.51,38.5,38.5,0,0,0
2020-01-07 12:47:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:48:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:49:00-05:00,38.51,38.51,38.5,38.5,0,0,0
2020-01-07 12:50:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:51:00-05:00,38.5,38.5,38.5,38.5,0,0,0
2020-01-07 12:52:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:53:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:54:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:55:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:56:00-05:00,38.51,38.51,38.51,38.51,0,0,0
2020-01-07 12:57:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:58:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-07 12:59:00-05:00,38.53,38.53,38.53,38.53,0,0,0
2020-01-08 09:30:00-05:00,38.42,38.42,38.41,38.41,0,0,0
2020-01-08 09:31:00-05:00,38.4,38.41,38.4,38.41,0,0,0
2020-01-08 09:32:00-05:00,38.44,38.44,38.44,38.44,0,0,0
2020-01-08 09:33:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:34:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:35:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:36:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:37:00-05:00,38.44,38.44,38.44,38.44,0,0,0
2020-01-08 09:38:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:40:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:41:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 09:42:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 09:43:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 09:44:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 09:45:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 09:46:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 09:47:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 09:48:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 09:49:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 09:50:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 09:51:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 09:52:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 09:53:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 09:54:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 09:55:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 09:56:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 09:57:00-05:00,38.5,38.5,38.5,38.5,0,0,0
2020-01-08 09:58:00-05:00,38.5,38.5,38.5,38.5,0,0,0
2020-01-08 09:59:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:00:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:01:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:02:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:03:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:04:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:05:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:06:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:07:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:08:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:09:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:10:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:11:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:12:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 10:13:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:14:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:15:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:16:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:17:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:18:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:19:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:20:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:21:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:22:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:23:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:24:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:25:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:26:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:27:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:28:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:29:00-05:00,38.47,38.47,38.46,38.46,0,0,0
2020-01-08 10:30:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:31:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:32:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:33:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:34:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:35:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:36:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:37:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:38:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:39:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:40:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:41:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:42:00-05:00,38.48,38.48,38.48,38.48,0,0,0
2020-01-08 10:43:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:44:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 10:45:00-05:00,38.45,38.45,38.45,38.45,0,0,0
2020-01-08 10:46:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 10:47:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 10:48:00-05:00,38.48,38.48,38.47,38.47,0,0,0
2020-01-08 10:49:00-05:00,38.47,38.47,38.47,38.47,0,0,0
2020-01-08 10:51:00-05:00,38.46,38.46,38.46,38.46,0,0,0
2020-01-08 10:52:00-05:00,38.49,38.49,38.49,38.49,0,0,0
2020-01-08 10:53:00-05:00,38.49,38.51,38.49,38.51,0,0,0
2020-01-08 10:54:00-05:00,38.52,38.52,38.52,38.52,0,0,0
2020-01-08 10:55:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-08 10:56:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 10:57:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-08 10:58:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 10:59:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-08 11:00:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-08 11:01:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-08 11:02:00-05:00,38.54,38.54,38.54,38.54,0,0,0
2020-01-08 11:03:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-08 11:04:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-08 11:05:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 11:06:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 11:07:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-08 11:08:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-08 11:09:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-08 11:10:00-05:00,38.59,38.59,38.58,38.58,0,0,0
2020-01-08 11:11:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:12:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:15:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-08 11:16:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:17:00-05:00,38.59,38.59,38.58,38.58,0,0,0
2020-01-08 11:18:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-08 11:19:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-08 11:20:00-05:00,38.6,38.6,38.6,38.6,0,0,0
2020-01-08 11:21:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:22:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-08 11:23:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:24:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:25:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-08 11:26:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-08 11:27:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:28:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 11:29:00-05:00,38.57,38.57,38.57,38.57,0,0,0
2020-01-08 11:30:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:31:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:32:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 11:33:00-05:00,38.55,38.55,38.55,38.55,0,0,0
2020-01-08 11:34:00-05:00,38.56,38.56,38.56,38.56,0,0,0
2020-01-08 11:35:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:36:00-05:00,38.58,38.58,38.58,38.58,0,0,0
2020-01-08 11:37:00-05:00,38.59,38.59,38.59,38.59,0,0,0
2020-01-08 11:40:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-08 11:41:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-08 11:42:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 11:43:00-05:00,38.64,38.65,38.64,38.65,0,0,0
2020-01-08 11:44:00-05:00,38.66,38.66,38.66,38.66,0,0,0
2020-01-08 11:46:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-08 11:47:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-08 11:48:00-05:00,38.66,38.66,38.66,38.66,0,0,0
2020-01-08 11:49:00-05:00,38.67,38.67,38.67,38.67,0,0,0
2020-01-08 11:50:00-05:00,38.67,38.67,38.67,38.67,0,0,0
2020-01-08 11:51:00-05:00,38.67,38.67,38.67,38.67,0,0,0
2020-01-08 11:52:00-05:00,38.67,38.67,38.67,38.67,0,0,0
2020-01-08 11:53:00-05:00,38.68,38.68,38.68,38.68,0,0,0
2020-01-08 11:54:00-05:00,38.67,38.67,38.67,38.67,0,0,0
2020-01-08 11:55:00-05:00,38.66,38.66,38.66,38.66,0,0,0
2020-01-08 11:56:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-08 11:57:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 11:58:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 11:59:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:00:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:01:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:02:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:03:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:04:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-08 12:05:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-08 12:06:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:07:00-05:00,38.63,38.64,38.63,38.64,0,0,0
2020-01-08 12:08:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:09:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:10:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:11:00-05:00,38.63,38.63,38.62,38.62,0,0,0
2020-01-08 12:12:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-08 12:13:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-08 12:14:00-05:00,38.61,38.62,38.61,38.62,0,0,0
2020-01-08 12:15:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:16:00-05:00,38.61,38.61,38.61,38.61,0,0,0
2020-01-08 12:17:00-05:00,38.62,38.63,38.62,38.63,0,0,0
2020-01-08 12:18:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-08 12:19:00-05:00,38.62,38.62,38.62,38.62,0,0,0
2020-01-08 12:20:00-05:00,38.62,38.63,38.62,38.63,0,0,0
2020-01-08 12:21:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:22:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:23:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:24:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:25:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:26:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:27:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:28:00-05:00,38.64,38.64,38.63,38.63,0,0,0
2020-01-08 12:29:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:30:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:31:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:32:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:33:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:34:00-05:00,38.63,38.63,38.63,38.63,0,0,0
2020-01-08 12:35:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:36:00-05:00,38.65,38.65,38.65,38.65,0,0,0
2020-01-08 12:37:00-05:00,38.64,38.64,38.64,38.64,0,0,0
2020-01-08 12:38:00-05:00,38.64,38.64,38.64,38.64,0,0,0
